"participant","a","v_mixed_gain","t0","szr","sv","st0","v_mixed_loss","penalty","fit","time","method","n_trials","BIC","model_variant","v","t0_mixed_gain","t0_mixed_loss","a_mixed_gain","a_mixed_loss"
66,1.9395,0.1158,NA,0.728,0.4517,0,-0.1404,0,128.222,1.984,"ML",94,292.79035825816,"model4",NA,0.4363,0.5405,NA,NA
67,1.323,0.2811,NA,0.617,3e-04,0,-0.139,0,64.7752,1.556,"ML",96,166.065185531743,"model4",NA,0.4208,0.4303,NA,NA
68,2.1772,0.3028,NA,0.6519,0.2929,8e-04,0.3478,0,142.8766,2.684,"ML",90,321.751677362642,"model4",NA,0.4727,0.6509,NA,NA
69,2.4032,0.6528,NA,5e-04,5.7995,0.1165,0.0988,0,74.6518,2.38,"ML",94,185.64995825816,"model4",NA,0.2918,0.4964,NA,NA
7,2.0512,-0.1919,NA,0.984,0.0393,0.5888,-0.0957,0,126.5115,21.702,"ML",80,288.079213077391,"model4",NA,1.0338,1.0256,NA,NA
70,2.083,0.1027,NA,0.6504,3e-04,0.003,-0.1866,0,131.0074,2.081,"ML",83,297.365524862373,"model4",NA,0.5201,0.4215,NA,NA
71,1.4325,0.6959,NA,0.9226,1e-04,0.3089,0.7575,0,82.0271,20.295,"ML",96,200.568985531743,"model4",NA,0.6824,0.6505,NA,NA
72,1.9608,-0.1438,NA,0.7236,1.9417,2e-04,0.149,0,98.054,3.219,"ML",93,232.368795945226,"model4",NA,0.3596,0.3632,NA,NA
74,1.7192,0.0452,NA,0.7151,0.3186,0.7927,0.1097,0,139.1329,52.949,"ML",95,314.696815132804,"model4",NA,1.0115,1.1234,NA,NA
75,1.6872,-0.2567,NA,0.8452,3e-04,0.3312,0.0694,0,117.0503,22.241,"ML",96,270.615385531743,"model4",NA,0.5309,0.7368,NA,NA
76,1.1364,0.211,NA,0.9929,0.0396,0.1461,0.5805,0,27.5837,12.623,"ML",96,91.6821855317427,"model4",NA,0.4595,0.3687,NA,NA
77,2.0636,-0.0419,NA,0.6453,0.001,0,0.1042,0,143.0393,1.915,"ML",91,322.165476052135,"model4",NA,0.337,0.3062,NA,NA
78,2.1456,-0.5484,NA,1,13.6625,0.2219,-0.3036,0,24.6429,9.161,"ML",96,85.8005855317427,"model4",NA,0.5587,0.4709,NA,NA
79,2.0191,0.1318,NA,0.7224,0.3887,0.1223,0.3479,0,134.8342,4.22,"ML",95,306.099415132804,"model4",NA,0.8175,0.6114,NA,NA
8,1.5977,0.0269,NA,0.9661,4e-04,0.6535,0.2777,0,121.9308,31.701,"ML",96,280.376385531743,"model4",NA,0.8457,1.0609,NA,NA
81,2.0453,0.0542,NA,0.6772,0.4835,1e-04,0.0346,0,142.7313,2.441,"ML",96,321.977385531743,"model4",NA,0.6737,0.5962,NA,NA
82,2.6989,0.2629,NA,0.9999,2.6154,0,-0.8569,0,115.8184,4.745,"ML",92,267.811108616392,"model4",NA,0.59,0.4409,NA,NA
83,1.8465,0.4757,NA,0.5508,0.0024,0.3063,0.167,0,130.8932,16.01,"ML",94,298.13275825816,"model4",NA,0.6124,0.6609,NA,NA
85,1.7624,0.2077,NA,0.1345,3.8918,0.0903,-0.4164,0,58.1048,13.455,"ML",96,152.724385531743,"model4",NA,0.3889,0.4498,NA,NA
86,1.7151,0.2138,NA,0.9999,0.0248,1.3504,0.4933,0,132.567,63.258,"ML",84,300.580534390746,"model4",NA,1.0798,1.6259,NA,NA
87,1.7461,0.6392,NA,0.928,0,0.1334,0.2425,0,88.7562,21.59,"ML",86,213.147178370028,"model4",NA,0.8366,0.4693,NA,NA
88,2.0656,0.0848,NA,0.5876,0.0061,0,-0.1106,0,128.7529,2.158,"ML",81,292.66139323738,"model4",NA,1.0957,0.5976,NA,NA
89,2.026,0.1915,NA,0.6292,0.4385,2e-04,-0.0114,0,112.4221,2.044,"ML",76,259.490066722291,"model4",NA,1.0898,0.4227,NA,NA
9,1.7255,0.0563,NA,0.4072,3e-04,0.1484,-0.091,0,116.842,10.891,"ML",91,269.770876052135,"model4",NA,0.3949,0.416,NA,NA
90,0.7042,-0.5439,NA,1,0.4824,0.0934,-9e-04,0,-40.4166,5.334,"ML",96,-44.3184144682573,"model4",NA,0.377,0.362,NA,NA
91,1.7712,0.1392,NA,2e-04,0.9739,0.3127,0.2319,0,118.368,4.052,"ML",96,273.250785531743,"model4",NA,0.643,0.5949,NA,NA
92,1.9028,0.0984,NA,0.2601,0.2353,0.8554,3e-04,0,136.4466,12.451,"ML",83,308.243924862373,"model4",NA,0.9547,0.8978,NA,NA
93,1.2368,0.2215,NA,0.1405,1.2662,0.0269,0.0189,0,47.3726,1.379,"ML",96,131.259985531743,"model4",NA,0.3712,0.3042,NA,NA
94,2.1649,-0.2379,NA,0.7704,3e-04,0.9143,0.2381,0,127.0522,48.42,"ML",70,288.092361936395,"model4",NA,0.9543,1.2655,NA,NA
95,1.7206,0.0479,NA,1,0.3339,0.0689,0.2112,0,86.7204,13.444,"ML",96,209.955585531743,"model4",NA,0.3826,0.5461,NA,NA
96,1.6092,-0.0901,NA,0.7675,0.5048,0.1969,0.0219,0,103.2104,12.735,"ML",95,242.851815132804,"model4",NA,0.6891,0.5687,NA,NA
97,1.7387,0.3578,NA,0.7391,0.3972,0,0.3414,0,105.4013,3.32,"ML",94,247.14895825816,"model4",NA,0.7398,0.6826,NA,NA
98,0.1067,1.7729,NA,0,0.0947,1.9592,-0.9142,0,77.5289,6.61,"ML",59,187.678099551246,"model4",NA,2.5311,2.5079,NA,NA
99,1.4406,0.401,NA,0.9768,0.1768,0.5091,0.4298,0,98.4919,23.949,"ML",96,233.498585531743,"model4",NA,0.925,0.9012,NA,NA
1,1.1602,0.3077,NA,NA,NA,0.0824,0.1345,0,47.5741,0.152,"ML",95,122.471461349603,"model5",NA,0.3674,0.2409,NA,NA
10,1.542,2e-04,NA,NA,NA,1e-04,-2e-04,0,95.2701,0.105,"ML",86,217.266283777521,"model5",NA,0.5676,0.5331,NA,NA
100,1.8978,0.0968,NA,NA,NA,0.5472,4e-04,0,147.1395,0.615,"ML",92,321.409731462294,"model5",NA,0.2977,0.3044,NA,NA
101,1.7722,0.1902,NA,NA,NA,0.148,-4e-04,0,126.7383,0.308,"ML",95,280.799861349603,"model5",NA,0.7639,0.6617,NA,NA
102,1.6993,-0.1394,NA,NA,NA,1.0337,0.0271,0,122.3241,0.787,"ML",77,270.711032531122,"model5",NA,1.285,1.1432,NA,NA
103,1.5791,0,NA,NA,NA,0.3495,0.0514,0,113.3942,0.452,"ML",96,254.174489148807,"model5",NA,0.5893,0.3647,NA,NA
104,1.928,-6e-04,NA,NA,NA,1e-04,0.0574,0,136.5004,0.087,"ML",89,299.932618218393,"model5",NA,0.3036,0.2959,NA,NA
105,2.1322,0.2472,NA,NA,NA,4e-04,0.0227,0,140.8844,0.126,"ML",84,308.35370079306,"model5",NA,0.4717,0.3419,NA,NA
11,1.5721,-3e-04,NA,NA,NA,0.155,0,0,107.2897,0.237,"ML",96,241.965489148807,"model5",NA,0.3502,0.4693,NA,NA
12,1.0095,0.0946,NA,NA,NA,0.1382,0.2205,0,28.7399,0.221,"ML",96,84.865889148807,"model5",NA,0.3968,0.4138,NA,NA
13,1.0952,0.7366,NA,NA,NA,2e-04,0.072,0,30.9661,0.072,"ML",96,89.318289148807,"model5",NA,0.3712,0.3204,NA,NA
14,1.052,0.0769,NA,NA,NA,0.2438,-8e-04,0,47.3207,0.295,"ML",96,122.027489148807,"model5",NA,0.4657,0.4831,NA,NA
15,1.2663,0.3331,NA,NA,NA,0.1989,0.474,0,66.8759,0.266,"ML",96,161.137889148807,"model5",NA,0.5518,0.4433,NA,NA
17,1.4497,0.4709,NA,NA,NA,0.6347,0.1164,0,111.4578,0.834,"ML",96,250.301689148807,"model5",NA,0.6952,0.4427,NA,NA
18,1.6843,0.2526,NA,NA,NA,1.3762,0.2885,0,151.5853,1.351,"ML",95,330.493861349603,"model5",NA,1.1066,0.7364,NA,NA
19,1.2402,0.3255,NA,NA,NA,0.2196,0.1222,0,75.8444,0.529,"ML",96,179.074889148807,"model5",NA,0.4213,0.4695,NA,NA
2,1.8457,3e-04,NA,NA,NA,5e-04,0.0266,0,136.7027,0.1,"ML",95,300.728661349603,"model5",NA,0.2489,0.26,NA,NA
20,1.7361,0.1222,NA,NA,NA,1.0303,0.0526,0,146.1019,0.96,"ML",91,319.268957039101,"model5",NA,1.034,1.0552,NA,NA
21,2.0221,0.1052,NA,NA,NA,0.0017,0.0646,0,148.3366,0.192,"ML",94,323.93296869362,"model5",NA,0.7285,0.4357,NA,NA
22,1.4163,0.1983,NA,NA,NA,1e-04,-0.084,0,81.6154,0.098,"ML",93,190.42639695892,"model5",NA,0.4393,0.3569,NA,NA
23,1.6452,0.0768,NA,NA,NA,0.0817,0.0258,0,111.5209,0.144,"ML",94,250.30156869362,"model5",NA,0.5437,0.3439,NA,NA
24,1.6122,-0.0286,NA,NA,NA,0.2912,0.0734,0,114.2182,0.32,"ML",94,255.69616869362,"model5",NA,0.4059,0.4354,NA,NA
25,1.2591,0.2369,NA,NA,NA,0.099,0.0653,0,64.3338,0.166,"ML",95,155.990861349603,"model5",NA,0.4647,0.2874,NA,NA
26,1.9738,0.1095,NA,NA,NA,2e-04,0.142,0,147.9224,0.103,"ML",94,323.10456869362,"model5",NA,0.2378,0.4761,NA,NA
27,1.2605,0.1765,NA,NA,NA,0.5754,0.3864,0,91.6596,0.674,"ML",96,210.705289148807,"model5",NA,0.582,0.4517,NA,NA
28,1.3068,-3e-04,NA,NA,NA,0.09,0.2908,0,70.7878,0.181,"ML",96,168.961689148807,"model5",NA,0.2632,0.4156,NA,NA
29,1.9258,0.3717,NA,NA,NA,0.6003,0.1652,0,141.4381,0.58,"ML",91,309.941357039101,"model5",NA,0.9098,0.7276,NA,NA
3,1.9938,0.0209,NA,NA,NA,0.3073,-0.0458,0,146.6133,0.321,"ML",91,320.291757039101,"model5",NA,0.6062,0.4794,NA,NA
30,1.2143,0,NA,NA,NA,0.0428,0.0647,0,55.2442,0.176,"ML",96,137.874489148807,"model5",NA,0.2621,0.3769,NA,NA
31,1.0707,0.1073,NA,NA,NA,0,-5e-04,0,32.837,0.087,"ML",96,93.060089148807,"model5",NA,0.3281,0.2702,NA,NA
32,0.9237,5e-04,NA,NA,NA,0.426,-1e-04,0,41.4572,0.505,"ML",96,110.300489148807,"model5",NA,0.5415,0.7583,NA,NA
33,1.3807,0.2149,NA,NA,NA,1.1408,0.1133,0,123.3811,1.128,"ML",92,273.892931462294,"model5",NA,0.7758,0.9788,NA,NA
34,0.6489,0.1256,NA,NA,NA,1.9685,0.2631,0,137.4661,1.772,"ML",96,302.318289148807,"model5",NA,1.653,1.4508,NA,NA
35,1.1622,0.0407,NA,NA,NA,1.6126,0.204,0,133.8024,1.441,"ML",93,294.80039695892,"model5",NA,2.1403,1.5886,NA,NA
36,1.304,0.2537,NA,NA,NA,1.2546,0.1959,0,129.7609,1.586,"ML",96,286.907889148807,"model5",NA,1.1475,0.8854,NA,NA
38,1.4172,0.3594,NA,NA,NA,0.1905,0.1179,0,88.803,0.261,"ML",96,204.992089148807,"model5",NA,0.5357,0.387,NA,NA
39,1.2378,0.4088,NA,NA,NA,1e-04,0.204,0,55.4844,0.115,"ML",96,138.354889148807,"model5",NA,0.4525,0.2991,NA,NA
40,1.4378,0.0704,NA,NA,NA,0.2048,-0.0977,0,92.7328,0.288,"ML",96,212.851689148807,"model5",NA,0.1973,0.4856,NA,NA
41,1.8758,0.1489,NA,NA,NA,1e-04,0.0477,0,135.7993,0.148,"ML",93,298.79419695892,"model5",NA,0.5554,0.4675,NA,NA
42,1.4863,0.0601,NA,NA,NA,0.2291,-4e-04,0,94.8239,0.273,"ML",92,216.778531462294,"model5",NA,0.444,0.5519,NA,NA
44,1.2311,0.1235,NA,NA,NA,1e-04,-3e-04,0,61.1616,0.06,"ML",96,149.709289148807,"model5",NA,0.4153,0.2452,NA,NA
45,1.2939,0.1465,NA,NA,NA,1e-04,0.1168,0,65.8456,0.106,"ML",96,159.077289148807,"model5",NA,0.2771,0.2568,NA,NA
46,1.6101,0.0492,NA,NA,NA,0.5223,0.0545,0,127.0868,0.491,"ML",96,281.559689148807,"model5",NA,0.6376,0.5092,NA,NA
47,1.9085,0.1989,NA,NA,NA,0.2686,0.3373,0,136.0288,0.323,"ML",93,299.253196958919,"model5",NA,0.4764,0.4077,NA,NA
48,1.6892,-0.0942,NA,NA,NA,6e-04,0.1633,0,115.9595,0.12,"ML",94,259.17876869362,"model5",NA,0.5604,0.5232,NA,NA
49,1.3048,0.2571,NA,NA,NA,0,0.1862,0,69.5398,0.083,"ML",96,166.465689148807,"model5",NA,0.4269,0.3626,NA,NA
5,1.514,-0.0235,NA,NA,NA,0.1461,0.0351,0,99.0177,0.213,"ML",94,225.29516869362,"model5",NA,0.5354,0.4377,NA,NA
50,1.3678,0.0549,NA,NA,NA,0.3769,-0.1046,0,94.0664,0.403,"ML",95,215.456061349603,"model5",NA,0.5751,0.4638,NA,NA
51,1.7356,0.1427,NA,NA,NA,3e-04,-0.0244,0,121.8203,0.131,"ML",95,270.963861349603,"model5",NA,0.3943,0.3585,NA,NA
52,2.1339,0.2032,NA,NA,NA,0.2541,0.0996,0,152.5972,0.39,"ML",90,332.193258021982,"model5",NA,0.8482,0.4257,NA,NA
53,1.7387,-0.0627,NA,NA,NA,4e-04,-0.1889,0,117.5237,0.096,"ML",91,262.112557039101,"model5",NA,0.2856,0.5537,NA,NA
54,1.743,0.2246,NA,NA,NA,0.3038,1e-04,0,126.6698,0.33,"ML",94,280.59936869362,"model5",NA,0.7633,0.4598,NA,NA
55,1.1764,-6e-04,NA,NA,NA,0.355,0.4624,0,68.0556,0.363,"ML",96,163.497289148807,"model5",NA,0.6009,0.6472,NA,NA
56,1.1435,-0.1068,NA,NA,NA,2e-04,-0.0013,0,44.8236,0.089,"ML",94,116.90696869362,"model5",NA,0.3801,0.3157,NA,NA
57,1.3708,1e-04,NA,NA,NA,1e-04,-3e-04,0,82.8952,0.095,"ML",96,193.176489148807,"model5",NA,0.3548,0.3669,NA,NA
58,1.6558,-0.0821,NA,NA,NA,0.2297,0.2203,0,115.6281,0.276,"ML",94,258.51596869362,"model5",NA,0.5158,0.2623,NA,NA
6,1.6781,0.1087,NA,NA,NA,3e-04,-0.2364,0,107.936,0.092,"ML",89,242.803818218393,"model5",NA,0.2026,0.2514,NA,NA
61,1.6624,0.1007,NA,NA,NA,0.5896,0.2547,0,127.8243,0.642,"ML",96,283.034689148807,"model5",NA,0.8442,0.7705,NA,NA
62,1.6497,0.0015,NA,NA,NA,9e-04,0.0446,0,115.2504,0.085,"ML",96,257.886889148807,"model5",NA,0.4748,0.3241,NA,NA
63,1.5479,0.0621,NA,NA,NA,0.3705,0.1447,0,110.7601,0.397,"ML",96,248.906289148807,"model5",NA,0.7775,0.5557,NA,NA
64,2.0495,0.0531,NA,NA,NA,0.4727,0.1009,0,144.419,0.403,"ML",85,315.493907538942,"model5",NA,0.2431,0.7413,NA,NA
65,1.4186,-2e-04,NA,NA,NA,0.1459,0.271,0,87.7784,0.25,"ML",96,202.942889148807,"model5",NA,0.5344,0.4928,NA,NA
66,1.8035,0.0856,NA,NA,NA,3e-04,-0.1013,0,129.6028,0.107,"ML",94,286.46536869362,"model5",NA,0.3393,0.4616,NA,NA
67,1.2805,0.2275,NA,NA,NA,1e-04,-0.075,0,65.4653,0.079,"ML",96,158.316689148807,"model5",NA,0.385,0.3967,NA,NA
68,2.0681,0.2814,NA,NA,NA,8e-04,0.2315,0,143.5513,0.099,"ML",90,314.101458021982,"model5",NA,0.3902,0.5407,NA,NA
69,1.3964,0.1943,NA,NA,NA,1e-04,0.088,0,82.0114,0.089,"ML",94,191.28256869362,"model5",NA,0.2674,0.4687,NA,NA
7,1.927,-0.1515,NA,NA,NA,0.5058,-1e-04,0,128.2886,0.546,"ML",80,282.869359808043,"model5",NA,0.7806,0.8131,NA,NA
70,2.0044,0.0872,NA,NA,NA,7e-04,-0.1313,0,131.7556,0.088,"ML",83,290.02424364678,"model5",NA,0.4302,0.3279,NA,NA
71,1.2349,0.4893,NA,NA,NA,0.5017,0.4778,0,83.1072,0.705,"ML",96,193.600489148807,"model5",NA,0.6815,0.6043,NA,NA
72,1.5458,0.0017,NA,NA,NA,5e-04,0.0709,0,99.1529,0.096,"ML",93,225.50139695892,"model5",NA,0.3046,0.3094,NA,NA
74,1.6601,0.0216,NA,NA,NA,0.8276,0.0594,0,139.2747,0.859,"ML",95,305.872661349603,"model5",NA,0.9334,1.0295,NA,NA
75,1.6126,-0.0743,NA,NA,NA,0.3285,0.0789,0,117.6978,0.425,"ML",96,262.781689148807,"model5",NA,0.4048,0.6437,NA,NA
76,1.0997,0.0815,NA,NA,NA,0.03,0.5036,0,33.918,0.115,"ML",96,95.222089148807,"model5",NA,0.4009,0.2931,NA,NA
77,1.995,-0.04,NA,NA,NA,7e-04,0.0715,0,143.7228,0.097,"ML",91,314.510757039101,"model5",NA,0.2435,0.2151,NA,NA
78,1.0426,0.2073,NA,NA,NA,0.1486,1e-04,0,36.798,0.222,"ML",96,100.982089148807,"model5",NA,0.4773,0.3922,NA,NA
79,1.9098,0.0749,NA,NA,NA,4e-04,0.237,0,138.7194,0.127,"ML",95,304.762061349603,"model5",NA,0.6873,0.4568,NA,NA
8,1.5625,5e-04,NA,NA,NA,0.6188,0.2223,0,122.9315,0.642,"ML",96,273.249089148807,"model5",NA,0.6818,0.9326,NA,NA
81,1.9195,0.0485,NA,NA,NA,5e-04,8e-04,0,143.6641,0.148,"ML",96,314.714289148807,"model5",NA,0.5865,0.5017,NA,NA
82,1.7393,0.0431,NA,NA,NA,2e-04,-0.1737,0,120.1666,0.091,"ML",92,267.463931462294,"model5",NA,0.4848,0.3309,NA,NA
83,1.7395,0.4213,NA,NA,NA,0.5363,0.1581,0,130.8876,0.602,"ML",94,289.03496869362,"model5",NA,0.5945,0.6923,NA,NA
85,1.2346,0,NA,NA,NA,0.0693,-0.0598,0,61.1544,0.153,"ML",96,149.694889148807,"model5",NA,0.3865,0.4467,NA,NA
86,1.5714,0.1116,NA,NA,NA,1.3567,0.2014,0,133.8536,1.376,"ML",84,294.29210079306,"model5",NA,0.9436,1.4964,NA,NA
87,1.6281,0.4887,NA,NA,NA,5e-04,0.1728,0,92.5036,0.159,"ML",86,211.733283777521,"model5",NA,0.6947,0.3254,NA,NA
88,2.0213,0.0789,NA,NA,NA,8e-04,-0.0906,0,129.1816,0.128,"ML",81,284.729894928035,"model5",NA,1.0119,0.5142,NA,NA
89,1.9171,0.1561,NA,NA,NA,1e-04,0.0017,0,112.6741,0.126,"ML",76,251.332600041718,"model5",NA,1.0281,0.3305,NA,NA
9,1.722,0.0517,NA,NA,NA,0.1356,-0.0768,0,116.8663,0.238,"ML",91,260.797757039101,"model5",NA,0.3552,0.3791,NA,NA
90,0.7279,-3e-04,NA,NA,NA,0.0652,4e-04,0,-33.9595,0.117,"ML",96,-40.532910851193,"model5",NA,0.3402,0.3316,NA,NA
91,1.624,0.055,NA,NA,NA,0.3046,0.1436,0,118.5183,0.367,"ML",96,264.422689148807,"model5",NA,0.6514,0.6021,NA,NA
92,1.885,0.0903,NA,NA,NA,0.8548,4e-04,0,136.4522,0.838,"ML",83,299.41744364678,"model5",NA,0.9371,0.8807,NA,NA
93,1.1766,0.1604,NA,NA,NA,0.0638,-3e-04,0,53.4001,0.138,"ML",96,134.186289148807,"model5",NA,0.3472,0.301,NA,NA
94,2.1187,-0.145,NA,NA,NA,0.8819,0.1807,0,127.3988,0.694,"ML",70,280.288571452296,"model5",NA,0.7622,1.0934,NA,NA
95,1.463,0.1195,NA,NA,NA,0.1148,0.1464,0,94.18,0.227,"ML",96,215.746089148807,"model5",NA,0.2382,0.5152,NA,NA
96,1.5669,-0.0671,NA,NA,NA,0.0903,0.0243,0,103.5121,0.214,"ML",95,234.347461349603,"model5",NA,0.5741,0.4617,NA,NA
97,1.6264,0.2769,NA,NA,NA,3e-04,0.1801,0,107.5823,0.109,"ML",94,242.42436869362,"model5",NA,0.6729,0.6015,NA,NA
98,0.756,0.2938,NA,NA,NA,1.829,-0.1663,0,81.7846,1.072,"ML",59,188.034424663434,"model5",NA,2.3928,2.3835,NA,NA
99,1.3717,0.1443,NA,NA,NA,0.5182,0.3177,0,101.1403,0.554,"ML",96,229.666689148807,"model5",NA,0.803,0.8001,NA,NA
1,1.1812,0.299,NA,NA,NA,NA,0.1348,0,47.3308,0.005,"ML",95,117.430984458003,"model6",NA,0.3482,0.2374,NA,NA
10,1.5422,-3e-04,NA,NA,NA,NA,-1e-04,0,95.2701,0.004,"ML",86,212.811936481268,"model6",NA,0.5675,0.533,NA,NA
100,2.0559,0.0928,NA,NA,NA,NA,4e-04,0,147.6169,0.005,"ML",92,317.842742885245,"model6",NA,0.1793,0.1389,NA,NA
101,1.8043,0.1869,NA,NA,NA,NA,1e-04,0,126.8472,0.004,"ML",95,276.463784458003,"model6",NA,0.7374,0.6428,NA,NA
102,2.1153,-0.1081,NA,NA,NA,NA,0.0236,0,126.4525,0.003,"ML",77,274.624027109268,"model6",NA,0.871,0.7996,NA,NA
103,1.7111,0.0259,NA,NA,NA,NA,0.0517,0,110.4846,0.01,"ML",96,243.790940957339,"model6",NA,0.5065,0.3169,NA,NA
104,1.9279,-6e-04,NA,NA,NA,NA,0.0583,0,136.5003,0.003,"ML",89,295.443781848661,"model6",NA,0.3035,0.2961,NA,NA
105,2.1317,0.2464,NA,NA,NA,NA,0.0227,0,140.8843,0.003,"ML",84,303.922683994217,"model6",NA,0.4719,0.342,NA,NA
11,1.6162,-2e-04,NA,NA,NA,NA,-1e-04,0,107.9616,0.004,"ML",96,238.744940957339,"model6",NA,0.3032,0.4603,NA,NA
12,1.096,0.091,NA,NA,NA,NA,0.2049,0,30.9302,0.005,"ML",96,84.6821409573392,"model6",NA,0.3676,0.3659,NA,NA
13,1.0951,0.7367,NA,NA,NA,NA,0.0719,0,30.966,0.004,"ML",96,84.7537409573392,"model6",NA,0.3712,0.3204,NA,NA
14,1.2007,0.0682,NA,NA,NA,NA,5e-04,0,49.7138,0.004,"ML",96,122.249340957339,"model6",NA,0.3819,0.4126,NA,NA
15,1.3682,0.3178,NA,NA,NA,NA,0.4485,0,68.8096,0.004,"ML",96,160.440940957339,"model6",NA,0.4978,0.3879,NA,NA
17,1.7434,0.3707,NA,NA,NA,NA,0.1087,0,115.9354,0.005,"ML",96,254.692540957339,"model6",NA,0.4282,0.2861,NA,NA
18,2.2732,0.1774,NA,NA,NA,NA,0.2492,0,163.5525,0.005,"ML",95,349.874384458003,"model6",NA,0.4391,0.3732,NA,NA
19,1.444,0.15,NA,NA,NA,NA,0.1487,0,82.846,0.005,"ML",96,188.513740957339,"model6",NA,0.3777,0.3178,NA,NA
2,1.8454,-2e-04,NA,NA,NA,NA,0.0263,0,136.7027,0.004,"ML",95,296.174784458003,"model6",NA,0.2488,0.2602,NA,NA
20,2.1807,0.1037,NA,NA,NA,NA,0.0423,0,153.1352,0.005,"ML",91,328.824697532584,"model6",NA,0.6603,0.637,NA,NA
21,2.022,0.1058,NA,NA,NA,NA,0.0639,0,148.3365,0.005,"ML",94,319.38947391135,"model6",NA,0.7284,0.4356,NA,NA
22,1.4162,0.1983,NA,NA,NA,NA,-0.084,0,81.6154,0.005,"ML",93,185.893797465766,"model6",NA,0.4393,0.3569,NA,NA
23,1.6564,0.0771,NA,NA,NA,NA,0.0258,0,111.5075,0.004,"ML",94,245.73147391135,"model6",NA,0.5436,0.3286,NA,NA
24,1.721,-0.0281,NA,NA,NA,NA,0.0693,0,115.9464,0.005,"ML",94,254.60927391135,"model6",NA,0.3482,0.3415,NA,NA
25,1.306,0.2277,NA,NA,NA,NA,0.0661,0,65.4591,0.005,"ML",95,153.687584458003,"model6",NA,0.4339,0.2748,NA,NA
26,1.974,0.1091,NA,NA,NA,NA,0.1416,0,147.9224,0.004,"ML",94,318.56127391135,"model6",NA,0.238,0.476,NA,NA
27,1.6026,0.1398,NA,NA,NA,NA,0.3282,0,99.987,0.005,"ML",96,222.795740957339,"model6",NA,0.3254,0.2682,NA,NA
28,1.3269,-4e-04,NA,NA,NA,NA,0.2842,0,71.2285,0.005,"ML",96,165.278740957339,"model6",NA,0.2659,0.3884,NA,NA
29,2.1613,0.3294,NA,NA,NA,NA,0.159,0,146.0692,0.005,"ML",91,314.692697532584,"model6",NA,0.6749,0.5768,NA,NA
3,2.0863,0.021,NA,NA,NA,NA,-0.0445,0,147.6646,0.004,"ML",91,317.883497532584,"model6",NA,0.5416,0.3994,NA,NA
30,1.2216,5e-04,NA,NA,NA,NA,0.064,0,55.2252,0.005,"ML",96,133.272140957339,"model6",NA,0.2616,0.3695,NA,NA
31,1.0706,0.1073,NA,NA,NA,NA,-3e-04,0,32.837,0.005,"ML",96,88.4957409573392,"model6",NA,0.3281,0.2702,NA,NA
32,1.3457,-3e-04,NA,NA,NA,NA,1e-04,0,64.3304,0.005,"ML",96,151.482540957339,"model6",NA,0.338,0.5642,NA,NA
33,1.97,0.1762,NA,NA,NA,NA,0.0753,0,136.1463,0.005,"ML",92,294.901542885245,"model6",NA,0.4213,0.4257,NA,NA
34,2.1088,0.0377,NA,NA,NA,NA,0.0888,0,156.4596,0.005,"ML",96,335.740940957339,"model6",NA,0.604,0.5122,NA,NA
35,2.1688,0.0246,NA,NA,NA,NA,0.1113,0,152.9156,0.004,"ML",93,328.494197465766,"model6",NA,1.404,0.7762,NA,NA
36,2.1842,-0.1036,NA,NA,NA,NA,0.3083,0,150.6443,0.003,"ML",96,324.110340957339,"model6",NA,0.6502,0.3928,NA,NA
38,1.4734,0.3492,NA,NA,NA,NA,0.1133,0,88.38,0.005,"ML",96,199.581740957339,"model6",NA,0.5006,0.3481,NA,NA
39,1.2379,0.4094,NA,NA,NA,NA,0.2035,0,55.4844,0.005,"ML",96,133.790540957339,"model6",NA,0.4525,0.299,NA,NA
40,1.4822,0.0747,NA,NA,NA,NA,-0.089,0,93.5654,0.005,"ML",96,209.952540957339,"model6",NA,0.2123,0.4068,NA,NA
41,1.8758,0.1494,NA,NA,NA,NA,0.0477,0,135.7993,0.004,"ML",93,294.261597465766,"model6",NA,0.5553,0.4674,NA,NA
42,1.6245,0.0567,NA,NA,NA,NA,0,0,99.5823,0.004,"ML",92,221.773542885245,"model6",NA,0.3603,0.4813,NA,NA
44,1.2311,0.123,NA,NA,NA,NA,1e-04,0,61.1616,0.004,"ML",96,145.144940957339,"model6",NA,0.4153,0.2452,NA,NA
45,1.2941,0.146,NA,NA,NA,NA,0.1169,0,65.8456,0.004,"ML",96,154.512940957339,"model6",NA,0.2771,0.2568,NA,NA
46,1.8059,0.0454,NA,NA,NA,NA,0.0491,0,128.3243,0.004,"ML",96,279.470340957339,"model6",NA,0.4804,0.3538,NA,NA
47,1.983,0.199,NA,NA,NA,NA,0.3202,0,136.8485,0.005,"ML",93,296.359997465766,"model6",NA,0.4436,0.3275,NA,NA
48,1.6893,-0.0929,NA,NA,NA,NA,0.1637,0,115.9595,0.005,"ML",94,254.63547391135,"model6",NA,0.5604,0.5232,NA,NA
49,1.3049,0.2567,NA,NA,NA,NA,0.1867,0,69.5398,0.005,"ML",96,161.901340957339,"model6",NA,0.4269,0.3626,NA,NA
5,1.5481,-0.0229,NA,NA,NA,NA,0.0349,0,99.0223,0.005,"ML",94,220.76107391135,"model6",NA,0.498,0.4291,NA,NA
50,1.5293,0.0481,NA,NA,NA,NA,-0.0994,0,95.6047,0.004,"ML",95,213.978784458003,"model6",NA,0.4349,0.3892,NA,NA
